Text 1	Text 2	Picture 2	Text 3	Sound 3	Text 4	Sound 4	Category 1	Text 6	Text 5	Extra Info
对不起|duìbuqǐ|1	<font size=5>▸  excusez-moi (pour demander qqch)</font><color gray>|<font size=5>▸  &#112;&#117;&#105;&#115;-&#106;&#101; &#118;&#111;&#117;&#115; &#100;&#101;&#109;&#97;&#110;&#100;&#101;&#114;?</font>|<font size=3><i>« &#83;'&#105;&#108; &#116;&#101; &#112;&#108;&#97;&#238;&#116; (&#108;&#105;&#116;&#116;. &#112;&#117;&#105;&#115;-&#106;&#101; &#116;&#101; &#100;&#101;&#109;&#97;&#110;&#100;&#101;&#114;?), &#116;&#117; &#116;'&#97;&#112;&#112;&#101;&#108;&#108;&#101;&#115; &#99;&#111;&#109;&#109;&#101;&#110;&#116;? [&#102;&#111;&#114;&#109;&#101; &#99;&#111;&#109;&#112;&#108;&#232;&#116;&#101;] »</i></font>|<font size=5>▸ [字] &#105;&#110;&#118;&#105;&#116;&#101;&#114; &#113;&#113;&#110; &#224; &#102;&#97;&#105;&#114;&#101; &#113;&#113;&#99;&#104;, &#112;&#111;&#117;&#114;&#114;&#105;&#101;&#122;-&#118;&#111;&#117;&#115;..., &#112;&#111;&#117;&#114;&#114;&#97;&#105;&#115;-&#106;&#101;...</font>|<font size=3><i>« &#65;&#115;&#115;&#105;&#101;&#100;&#115;-&#116;&#111;&#105; (&#112;&#111;&#108;&#105;). »</i></font></color>		<center>对不起|duìbuqǐ</center>	23deace47cdb70312fde59ef73210c22.m4a			0	||<font size=4>▸ <font size=6>&#23545;&#19981;&#36215;</font> [duìbuqǐ] &#101;&#120;&#99;&#117;&#115;&#101;&#122;-&#109;&#111;&#105; (&#112;&#111;&#117;&#114; &#100;&#101;&#109;&#97;&#110;&#100;&#101;&#114; &#113;&#113;&#99;&#104;)|<color gray>▸ <font size=6>&#35831;&#38382;</font> [qǐngwèn] &#112;&#117;&#105;&#115;-&#106;&#101; &#118;&#111;&#117;&#115; &#100;&#101;&#109;&#97;&#110;&#100;&#101;&#114;?|▸ <font size=6>&#35831;</font> [qǐng] &#105;&#110;&#118;&#105;&#116;&#101;&#114; &#113;&#113;&#110; &#224; &#102;&#97;&#105;&#114;&#101; &#113;&#113;&#99;&#104;, &#112;&#111;&#117;&#114;&#114;&#105;&#101;&#122;-&#118;&#111;&#117;&#115;..., &#112;&#111;&#117;&#114;&#114;&#97;&#105;&#115;-&#106;&#101;...</color></font>	对不起	<font size=12>对不起</font> (duìbuqǐ)|Confusions possibles :|对不起 [duìbuqǐ] je suis désolé||Mots associés :|对　　 [duì] en face (en composit…|对　　 [duì] juste, exact|对不起 [duìbuqǐ] je suis désolé|不用　 [búyòng] inutile…|不好　 [bùhǎo] (être) mauvais…|不　　 [bù] ne pas (être)
岁|suì|0	<font size=5>▸ [字] année (d'âge)</font><color gray>|<font size=5>▸ [字] &#97;&#110;&#110;&#233;&#101;</font>|<font size=3><i>« 2015 (&#97;&#110;&#110;&#233;&#101;) »</i></font></color>		<center>岁|suì</center>	329293e01a09b3a6a24b1777bc1b6d8a.m4a			0	||<font size=4>▸ <font size=6>&#23681;</font> [suì] &#97;&#110;&#110;&#233;&#101; (&#100;'&#226;&#103;&#101;)|<color gray>▸ <font size=6>&#24180;</font> [nián] &#97;&#110;&#110;&#233;&#101;</color></font>	岁	<font size=12>岁</font> (suì)|Mots associés :|岁数 [suìshù] âge
岁数|suìshù|0	<center><font size=5>âge</font></center>|<font size=4><i>« &#73;&#108;&#115; &#115;&#111;&#110;&#116; &#226;&#103;&#233;&#115;. (&#108;&#105;&#116;&#116;. &#76;&#101;&#117;&#114; &#226;&#103;&#101; &#101;&#115;&#116; &#103;&#114;&#97;&#110;&#100; [&#97;&#118;&#97;&#110;&#99;&#233;]) »</i></font>		<center>岁数|suìshù</center>	79639c5b2aaf99ccaaa64333c4d47041.m4a	|<font size=9>&#20182;&#20204;&#30340;<color yellow>&#23681;&#25968;</color>&#24456;&#22823;。</font>	59e29d41777e88c5c192f2ccda16f5f8.m4a	1		岁数	<font size=12>岁数</font> (suìshù)||Mots associés :|岁 [suì] année (d'âge)
工作|gōngzuò|0	<center><font size=5>travail</font></center>|<font size=4><i>« &#67;'&#101;&#115;&#116; &#113;&#117;&#111;&#105; &#116;&#111;&#110; &#116;&#114;&#97;&#118;&#97;&#105;&#108; ? »</i></font>		<center>工作|gōngzuò</center>	24e6b7d3737a962d569854f322ad6f35.m4a	|<font size=9>&#20320;&#30340;<color yellow>&#24037;&#20316;</color>&#26159;&#20160;&#20040;？</font>	e0bf87b64608780d01ce7e1d8dba561d.m4a	1		工作	<font size=12>工作</font> (gōngzuò)||
年|nián|0	<font size=5>▸ [字] année</font>|<font size=3><i>« 2015 (&#97;&#110;&#110;&#233;&#101;) »</i></font><color gray>|<font size=5>▸ [字] &#97;&#110;&#110;&#233;&#101; (&#100;'&#226;&#103;&#101;)</font></color>		<center>年|nián</center>	6de71f633e440ac94006e82e8800651c.m4a	|<font size=9>&#20108;&#38646;&#19968;&#20116;<color yellow>&#24180;</color></font>	7351ba7492dd07b3f2c8ca4d160f852e.m4a	1	||<font size=4>▸ <font size=6>&#24180;</font> [nián] &#97;&#110;&#110;&#233;&#101;|<color gray>▸ <font size=6>&#23681;</font> [suì] &#97;&#110;&#110;&#233;&#101; (&#100;'&#226;&#103;&#101;)</color></font>	年	<font size=12>年</font> (nián)|
弟弟|dìdi|0	<font size=5>▸  petit frère</font>|<font size=3><i>« &#77;&#97; &#109;&#97;&#109;&#97;&#110; &#97; &#100;&#101;&#117;&#120; &#103;&#114;&#97;&#110;&#100;&#101;&#115; &#115;&#339;&#117;&#114;&#115; &#101;&#116; &#113;&#117;&#97;&#116;&#114;&#101; &#112;&#101;&#116;&#105;&#116;&#115; &#102;&#114;&#232;&#114;&#101;&#115;. »</i></font><color gray>|<font size=5>▸  &#103;&#114;&#97;&#110;&#100; &#102;&#114;&#232;&#114;&#101;</font>|<font size=3><i>« &#71;&#114;&#97;&#110;&#100; &#102;&#114;&#232;&#114;&#101; &#110;'&#97; &#112;&#97;&#115; &#109;&#97;&#110;&#103;&#233; &#110;&#111;&#110; &#112;&#108;&#117;&#115;. »</i></font>|<font size=5>▸  &#102;&#114;&#232;&#114;&#101;&#115;</font>|<font size=3><i>« &#74;&#101; &#110;'&#97;&#105; &#110;&#105; &#102;&#114;&#232;&#114;&#101; &#110;&#105; &#115;&#339;&#117;&#114;. »</i></font></color>		<center>弟弟|dìdi</center>	b25dd905b6f1dfdb2cda62c58d8dbf38.m4a	|<font size=9>&#25105;&#30340;&#22920;&#22920;&#26377;&#20004;&#20010;&#22992;&#22992;&#21644;&#22235;&#20010;<color yellow>&#24351;&#24351;</color>。</font>	68fdd1c09763c027ae8ca473553262b8.m4a	1	||<font size=4>▸ <font size=6>&#24351;&#24351;</font> [dìdi] &#112;&#101;&#116;&#105;&#116; &#102;&#114;&#232;&#114;&#101;|<color gray>▸ <font size=6>&#21733;&#21733;</font> [gēge] &#103;&#114;&#97;&#110;&#100; &#102;&#114;&#232;&#114;&#101;|▸ <font size=6>&#20804;&#24351;</font> [xiōngdì] &#102;&#114;&#232;&#114;&#101;&#115;</color></font>	弟弟	<font size=12>弟弟</font> (dìdi)|Confusions possibles :|的 [de] [particule reliant déte…||Mots associés :|兄弟 [xiōngdì] frères
很|hěn|0	<center><font size=5>très (sens faible, pour qualifier un attribut de façon absolue)</font></center>|<font size=4><i>« &#73;&#108;&#115; &#115;&#111;&#110;&#116; &#226;&#103;&#233;&#115;. (&#108;&#105;&#116;&#116;. &#76;&#101;&#117;&#114; &#226;&#103;&#101; &#101;&#115;&#116; &#103;&#114;&#97;&#110;&#100; [&#97;&#118;&#97;&#110;&#99;&#233;]) »</i></font>		<center>很|hěn</center>	96f6c836a23ed80e5e7e7774f31a4394.m4a	|<font size=9>&#20182;&#20204;&#30340;&#23681;&#25968;<color yellow>&#24456;</color>&#22823;。</font>	59e29d41777e88c5c192f2ccda16f5f8.m4a	1		很	<font size=12>很</font> (hěn)|
德国|déguó|0	<center><font size=5>Allemagne</font></center>|<font size=4><i>« &#74;&#101; &#115;&#117;&#105;&#115; &#97;&#108;&#108;&#101;&#109;&#97;&#110;&#100;. »</i></font>		<center>德国|déguó</center>	2ddb0279395d0a3bc4d07cea90b92435.m4a	|<font size=9>&#25105;&#26159;<color yellow>&#24503;&#22269;</color>&#20154;。</font>	f453592fb30f90809e643d349f589883.m4a	1		德国	<font size=12>德国</font> (déguó)||Mots associés :|德国人 [déguórén] allemand|德文　 [déwén] la langue allemand…|法国　 [fǎguó] France|中国人 [zhōngguórén] un Chinois|国家　 [guójiā] pays…|中国　 [zhōngguó] la Chine|国　　 [guó] pays|法国人 [fǎguórén] français
德国人|déguórén|0	<center>allemand</center>		<center>德国人|déguórén</center>	6983ef13ef61b4d8c610b40d32e23540.m4a			0		德国人	<font size=12>德国人</font> (déguórén)||Mots associés :|德国　 [déguó] Allemagne|德文　 [déwén] la langue allemand…|法国　 [fǎguó] France|中国人 [zhōngguórén] un Chinois|国家　 [guójiā] pays…|中国　 [zhōngguó] la Chine|国　　 [guó] pays|法国人 [fǎguórén] français|家人　 [jiārén] membres de la fam…|人　　 [rén] une personne
德文|déwén|0	<center>la langue allemande</center>		<center>德文|déwén</center>	2bba110b4b1480d7f38a06f74d10587b.m4a			0		德文	<font size=12>德文</font> (déwén)||Mots associés :|德国　 [déguó] Allemagne|德国人 [déguórén] allemand|文　　 [wén] culture,langue|法文　 [fǎwén] la langue français…|中文　 [zhōngwén] la langue chino…
我|wǒ|0	<center><font size=5>je, moi</font></center>|<font size=4><i>« &#66;&#111;&#110;&#106;&#111;&#117;&#114; [&#224; &#116;&#111;&#105;], &#106;&#101; &#109;'&#97;&#112;&#112;&#101;&#108;&#108;&#101; &#76;&#105;&#250; &#74;&#236;&#110;&#103;&#106;&#105;&#257;&#111;. »</i></font>		<center>我|wǒ</center>	21082882c82638d29ea11052d4b709fa.m4a	|<font size=9>&#20320;&#22909;，<color yellow>&#25105;</color>&#21483;&#21016;&#23143;&#23047;。</font>	e467bc18f40616ea5db7482331a8b249.m4a	1		我	<font size=12>我</font> (wǒ)|Mots associés :|我们　 [wǒmen] nous|我们的 [wǒmende] notre, nos|我的　 [wǒde] mon, mes
我们|wǒmen|0	<center><font size=5>nous</font></center>|<font size=4><i>« &#78;&#111;&#117;&#115; &#97;&#108;&#108;&#111;&#110;&#115; (&#116;&#114;&#232;&#115;) &#98;&#105;&#101;&#110;. »</i></font>		<center>我们|wǒmen</center>	9af2c75f1c597d71642bb8dcf6dfb968.m4a	|<font size=9><color yellow>&#25105;&#20204;</color>&#24456;&#22909;。</font>	3f5b1f64a42a23dab389a8b85946288d.m4a	1		我们	<font size=12>我们</font> (wǒmen)||Mots associés :|我们的 [wǒmende] notre, nos|我的　 [wǒde] mon, mes|我　　 [wǒ] je, moi|她们　 [tāmen] elles|们　　 [men] [suffixe du pluriel]|你们的 [nǐmende] votre…|他们的 [tāmende] leur (possesseur…|他们　 [tāmen] ils, eux|她们的 [tāmende] leur (possesseur…|它们的 [tāmende] leur (possesseur…|你们　 [nǐmen] vous (pluriel)|它们　 [tāmen] ils…
我们的|wǒmende|0	<center>notre, nos</center>		<center>我们的|wǒmende</center>	068529f4e8dde808b9fc4ef8d6c46f5f.m4a			0		我们的	<font size=12>我们的</font> (wǒmende)||Mots associés :|我们　 [wǒmen] nous|我的　 [wǒde] mon, mes|我　　 [wǒ] je, moi|她们　 [tāmen] elles|们　　 [men] [suffixe du pluriel]|你们的 [nǐmende] votre…|他们的 [tāmende] leur (possesseur…|他们　 [tāmen] ils, eux|她们的 [tāmende] leur (possesseur…|它们的 [tāmende] leur (possesseur…|你们　 [nǐmen] vous (pluriel)|它们　 [tāmen] ils…|它的　 [tāde] son…|的　　 [de] [particule reliant dé…|你的　 [nǐde] ton, tes|他的　 [tāde] son…|她的　 [tāde] son…
我的|wǒde|0	<center><font size=5>mon, mes</font></center>|<font size=4><i>« &#77;&#101;&#115; &#233;&#116;&#117;&#100;&#105;&#97;&#110;&#116;&#115; &#115;&#111;&#110;&#116; &#97;&#108;&#108;&#101;&#109;&#97;&#110;&#100;&#115;. »</i></font>		<center>我的|wǒde</center>	2401f2b546c28f5234bce9723053bcba.m4a	|<font size=9><color yellow>&#25105;&#30340;</color>&#23398;&#29983;&#20204;&#26159;&#24503;&#22269;&#20154;。</font>	01054282c6906d46cc0583dc5f7722c6.m4a	1		我的	<font size=12>我的</font> (wǒde)||Mots associés :|我们　 [wǒmen] nous|我们的 [wǒmende] notre, nos|我　　 [wǒ] je, moi|它们的 [tāmende] leur (possesseur…|他们的 [tāmende] leur (possesseur…|它的　 [tāde] son…|她们的 [tāmende] leur (possesseur…|的　　 [de] [particule reliant dé…|你们的 [nǐmende] votre…|你的　 [nǐde] ton, tes|他的　 [tāde] son…|她的　 [tāde] son…
文|wén|0	<center><font size=5>culture,langue</font></center>|<font size=4><i>« &#78;&#111;&#117;&#115; &#97;&#112;&#112;&#114;&#101;&#110;&#111;&#110;&#115; &#108;&#101; &#99;&#104;&#105;&#110;&#111;&#105;&#115; &#224; &#108;’&#117;&#110;&#105;&#118;&#101;&#114;&#115;&#105;&#116;&#233;. »</i></font>		<center>文|wén</center>	ee746de1c56ac58057ad4508d39e40ba.m4a	|<font size=9>&#25105;&#20204;&#22312;&#22823;&#23398;&#23398;&#20013;<color yellow>&#25991;</color>。</font>	ccdc071a0747570f5bfaf9d7ae11295f.m4a	1		文	<font size=12>文</font> (wén)|Mots associés :|法文 [fǎwén] la langue française|德文 [déwén] la langue allemande|中文 [zhōngwén] la langue chinoi…
日|rì|0	<center><font size=5>jour, soleil, (clé 72)</font></center>|<font size=4><i>« 19 &#111;&#99;&#116;&#111;&#98;&#114;&#101; 2015 »</i></font>		<center>日|rì</center>	54b879399b3348ff06c1ed4f87a93b5e.m4a	|<font size=9>&#20108;&#38646;&#19968;&#20116;&#24180;&#21313;&#26376;&#21313;&#20061;<color yellow>&#26085;</color></font>	f3965389c1f5148ab6834da37278db0f.m4a	1		日	<font size=12>日</font> (rì)|Mots associés :|生日 [shēngrì] date de naissance
明天|míngtiān|0	<center><font size=5>demain</font></center>|<font size=4><i>« &#69;&#115;&#116;-&#99;&#101; &#113;&#117;&#101; &#116;&#117; &#97;&#117;&#114;&#97;&#115; &#100;&#117; &#116;&#101;&#109;&#112;&#115; &#108;&#105;&#98;&#114;&#101; &#100;&#101;&#109;&#97;&#105;&#110; ? »</i></font>		<center>明天|míngtiān</center>	b274ff4796b1db3676ba9c98d03ecd1f.m4a	|<font size=9><color yellow>&#26126;&#22825;</color>&#20320;&#26377;&#31354;&#21527;？</font>	d6faa27c9a2e597d9d84a3580070005b.m4a	1		明天	<font size=12>明天</font> (míngtiān)||Mots associés :|今天 [jīntiān] aujourd'hui|天空 [tiānkōng] le ciel|天　 [tiān] jour, ciel
是|shì|0	<center><font size=5>être (mais pas pour l'épithète, proche du signe « = »)</font></center>|<font size=4><i>« &#66;&#111;&#110;&#106;&#111;&#117;&#114; &#116;&#111;&#117;&#116; &#108;&#101; &#109;&#111;&#110;&#100;&#101;, &#106;&#101; &#115;&#117;&#105;&#115; &#76;&#105;&#250; &#74;&#236;&#110;&#103;&#106;&#105;&#257;&#111;. »</i></font>		<center>是|shì</center>	e288708e499822673cf31e563c202b9a.m4a	|<font size=9>&#22823;&#23478;&#22909;，&#25105;<color yellow>&#26159;</color>&#21016;&#23143;&#23047;。</font>	9a856383135463414d42e3156b21c356.m4a	1		是	<font size=12>是</font> (shì)|
月|yuè|0	<center><font size=5>mois, lune</font></center>|<font size=4><i>« 19 &#111;&#99;&#116;&#111;&#98;&#114;&#101; 2015 »</i></font>		<center>月|yuè</center>	b85ecf97ffae7a75e1e7a954ac6bb0cd.m4a	|<font size=9>&#20108;&#38646;&#19968;&#20116;&#24180;&#21313;<color yellow>&#26376;</color>&#21313;&#20061;&#26085;</font>	f3965389c1f5148ab6834da37278db0f.m4a	1		月	<font size=12>月</font> (yuè)|Mots associés :|十个月 [shígèyuè] dix mois|十月　 [shíyuè] octobre|月亮　 [yuèliàng] la lune
月亮|yuèliàng|0	<center><font size=5>la lune</font></center>|<font size=4><i>« &#73;&#108; &#121; &#97; &#117;&#110; &#115;&#111;&#108;&#101;&#105;&#108; &#101;&#116; &#117;&#110;&#101; &#108;&#117;&#110;&#101; &#97;&#117; &#109;&#105;&#108;&#105;&#101;&#117; &#100;&#117; &#99;&#105;&#101;&#108;. »</i></font>		<center>月亮|yuèliàng</center>	988e407604bb4b1c0398b586637d5082.m4a	|<font size=9>&#22825;&#31354;&#20013;&#26377;&#19968;&#20010;&#22826;&#38451;&#21644;&#19968;&#20010;<color yellow>&#26376;&#20142;</color>。</font>	79b02c67afe7ec4d8f24464329274952.m4a	1		月亮	<font size=12>月亮</font> (yuèliàng)||Mots associés :|十个月 [shígèyuè] dix mois|月　　 [yuè] mois, lune|十月　 [shíyuè] octobre
有|yǒu|0	<center>avoir</center>		<center>有|yǒu</center>	30eccae6db43409f72a2156bbc412a91.m4a			0		有	<font size=12>有</font> (yǒu)|Mots associés :|没有 [méiyǒu] ne pas avoir|有空 [yǒukòng] avoir du temps li…
有空|yǒukòng|0	<center><font size=5>avoir du temps libre</font></center>|<font size=4><i>« &#69;&#115;&#116;-&#99;&#101; &#113;&#117;&#101; &#116;&#117; &#97;&#117;&#114;&#97;&#115; &#100;&#117; &#116;&#101;&#109;&#112;&#115; &#108;&#105;&#98;&#114;&#101; &#100;&#101;&#109;&#97;&#105;&#110; ? »</i></font>		<center>有空|yǒukòng</center>	f3cb0363392562404d0a2d350e6a756d.m4a	|<font size=9>&#26126;&#22825;&#20320;<color yellow>&#26377;&#31354;</color>&#21527;？</font>	d6faa27c9a2e597d9d84a3580070005b.m4a	1		有空	<font size=12>有空</font> (yǒukòng)||Mots associés :|没有 [méiyǒu] ne pas avoir|有　 [yǒu] avoir|空　 [kōng] vide|天空 [tiānkōng] le ciel
朋友|péngyǒu|0	<center><font size=5>ami</font></center>|<font size=4><i>« &#78;&#111;&#117;&#115; &#115;&#111;&#109;&#109;&#101;&#115; &#118;&#111;&#115; &#97;&#109;&#105;&#115; (&#97;&#100;&#114;&#101;&#115;&#115;&#233; &#224; &#112;&#108;&#117;&#115;&#105;&#101;&#117;&#114;&#115; &#112;&#101;&#114;&#115;&#111;&#110;&#110;&#101;&#115;). »</i></font>		<center>朋友|péngyǒu</center>	da0882cf324995a638ba27f72fa53edc.m4a	|<font size=9>&#25105;&#20204;&#26159;&#20320;&#20204;&#30340;<color yellow>&#26379;&#21451;</color>。</font>	d5bddeef88cab3f667fa8ef9f59aba93.m4a	1		朋友	<font size=12>朋友</font> (péngyǒu)||
没|méi|0	<font size=5>▸ [字] ne pas (avoir)</font><color gray>|<font size=5>▸  &#110;&#101; &#112;&#97;&#115; &#97;&#118;&#111;&#105;&#114;</font></color>		<center>没|méi</center>	f92b53578d2666e90a0bdab6e6baab9e.m4a			0	||<font size=4>▸ <font size=6>&#27809;</font> [méi] &#110;&#101; &#112;&#97;&#115; (&#97;&#118;&#111;&#105;&#114;)|<color gray>▸ <font size=6>&#27809;&#26377;</font> [méiyǒu] &#110;&#101; &#112;&#97;&#115; &#97;&#118;&#111;&#105;&#114;</color></font>	没	<font size=12>没</font> (méi)|Mots associés :|没有 [méiyǒu] ne pas avoir
没有|méiyǒu|0	<font size=5>▸  ne pas avoir</font><color gray>|<font size=5>▸ [字] &#110;&#101; &#112;&#97;&#115; (&#97;&#118;&#111;&#105;&#114;)</font></color>		<center>没有|méiyǒu</center>	bfebc8150081ef527a1189acc06ee471.m4a			0	||<font size=4>▸ <font size=6>&#27809;&#26377;</font> [méiyǒu] &#110;&#101; &#112;&#97;&#115; &#97;&#118;&#111;&#105;&#114;|<color gray>▸ <font size=6>&#27809;</font> [méi] &#110;&#101; &#112;&#97;&#115; (&#97;&#118;&#111;&#105;&#114;)</color></font>	没有	<font size=12>没有</font> (méiyǒu)||Mots associés :|没　 [méi] ne pas (avoir)|有　 [yǒu] avoir|有空 [yǒukòng] avoir du temps li…
法国|fǎguó|0	<center><font size=5>France</font></center>|<font size=4><i>« &#74;&#101; &#115;&#117;&#105;&#115; &#117;&#110;(&#101;) &#233;&#116;&#117;&#100;&#105;&#97;&#110;&#116;(&#101;) &#102;&#114;&#97;&#110;&#231;&#97;&#105;&#115;(&#101;) (&#108;&#105;&#116;&#116;. &#100;&#101; &#70;&#114;&#97;&#110;&#99;&#101;). »</i></font>		<center>法国|fǎguó</center>	9bd774b7f0829556cbbc009558780b8e.m4a	|<font size=9>&#25105;&#26159;&#19968;&#20010;<color yellow>&#27861;&#22269;</color>&#23398;&#29983;。</font>	9fa462aceaf48a9c726553f64d673da4.m4a	1		法国	<font size=12>法国</font> (fǎguó)||Mots associés :|法国人 [fǎguórén] français|法文　 [fǎwén] la langue français…|中国人 [zhōngguórén] un Chinois|德国　 [déguó] Allemagne|国家　 [guójiā] pays…|中国　 [zhōngguó] la Chine|德国人 [déguórén] allemand|国　　 [guó] pays
法国人|fǎguórén|0	<center>français</center>		<center>法国人|fǎguórén</center>	8034484b7d0e7076f88497d04b83f1c6.m4a			0		法国人	<font size=12>法国人</font> (fǎguórén)||Mots associés :|法国　 [fǎguó] France|法文　 [fǎwén] la langue français…|中国人 [zhōngguórén] un Chinois|德国　 [déguó] Allemagne|国家　 [guójiā] pays…|中国　 [zhōngguó] la Chine|德国人 [déguórén] allemand|国　　 [guó] pays|家人　 [jiārén] membres de la fam…|人　　 [rén] une personne
法文|fǎwén|0	<center>la langue française</center>		<center>法文|fǎwén</center>	8735bc6f552092441e334ecf4fef2508.m4a			0		法文	<font size=12>法文</font> (fǎwén)||Mots associés :|法国　 [fǎguó] France|法国人 [fǎguórén] français|文　　 [wén] culture,langue|德文　 [déwén] la langue allemand…|中文　 [zhōngwén] la langue chino…
滚|gǔn|0	<center><font size=5>rouler [intransitif]</font></center>|<font size=4><i>« &#67;&#97;&#115;&#115;&#101;-&#116;&#111;&#105;! »</i></font>		<center>滚|gǔn</center>	8197512e9e8aaecf7c2433aae030279e.m4a	|<font size=9><color yellow>&#28378;</color>！</font>	51e4e2661bdd2da692e0a4e2d0f00c43.m4a	1		滚	<font size=12>滚</font> (gǔn)||
爸爸|bàba|0	<center><font size=5>papa</font></center>|<font size=4><i>« &#83;&#101;&#115; &#112;&#97;&#114;&#101;&#110;&#116;&#115; &#115;&#111;&#110;&#116; &#112;&#114;&#111;&#102;&#101;&#115;&#115;&#101;&#117;&#114;&#115; &#100;'&#117;&#110;&#105;&#118;&#101;&#114;&#115;&#105;&#116;&#233;. (&#108;&#105;&#116;&#116;.: &#76;&#101; &#116;&#114;&#97;&#118;&#97;&#105;&#108; &#100;&#101; &#115;&#101;&#115; &#112;&#97;&#114;&#101;&#110;&#116;&#115; &#101;&#115;&#116;...) »</i></font>		<center>爸爸|bàba</center>	0aacfa8e0c411bd48d26428aed422e9a.m4a	|<font size=9>&#22905;<color yellow>&#29240;&#29240;</color>&#22920;&#22920;&#30340;&#24037;&#20316;&#26159;&#22823;&#23398;&#32769;&#24072;。</font>	118727d515046a32bb75f0b5e1d3a8cd.m4a	1		爸爸	<font size=12>爸爸</font> (bàba)|Confusions possibles :|88 [bāba] bye-bye (chat) [tran…|八　 [bā] (clé 12)||
生日|shēngrì|0	<center><font size=5>date de naissance</font></center>|<font size=4><i>« &#77;&#111;&#110; &#97;&#110;&#110;&#105;&#118;&#101;&#114;&#115;&#97;&#105;&#114;&#101; &#101;&#115;&#116; &#108;&#101; 9 &#111;&#99;&#116;&#111;&#98;&#114;&#101;. »</i></font>		<center>生日|shēngrì</center>	c591d01e73e201538ea3c3cdc3dcf7b2.m4a	|<font size=9>&#25105;&#30340;<color yellow>&#29983;&#26085;</color>&#26159;&#21313;&#26376;&#20061;&#26085;。</font>	61fcce9217ed9c0237608eb3d81458f5.m4a	1		生日	<font size=12>生日</font> (shēngrì)||Mots associés :|出生　 [chūshēng] naître|大学生 [dàxuéshēng] étudiant(e)|学生　 [xuéshéng] étudiant, élève|日　　 [rì] jour…
用|yòng|0	<center>utiliser</center>		<center>用|yòng</center>	779c31320c4e9ea04c33d79b6a3e6164.m4a			0		用	<font size=12>用</font> (yòng)|Mots associés :|不用 [búyòng] inutile…
百|bǎi|0	<font size=5>▸ [字] cent</font><color gray>|<font size=5>▸  &#99;&#101;&#110;&#116;</font>|<font size=3><i>« &#76;'&#233;&#99;&#111;&#108;&#101; &#97; &#99;&#101;&#110;&#116; &#115;&#111;&#105;&#120;&#97;&#110;&#116;&#101;-&#115;&#101;&#112;&#116; &#233;&#116;&#117;&#100;&#105;&#97;&#110;&#116;&#115;. »</i></font></color>		<center>百|bǎi</center>	a45f3840e4543e0959442a3e8556e2e1.m4a			0	||<font size=4>▸ <font size=6>&#30334;</font> [bǎi] &#99;&#101;&#110;&#116;|<color gray>▸ <font size=6>&#19968;&#30334;</font> [yìbǎi] &#99;&#101;&#110;&#116;</color></font>	百	<font size=12>百</font> (bǎi)|Mots associés :|一百 [yìbǎi] cent|两百 [liǎngbǎi] deux cents
的|de|0	<center><font size=5>[particule reliant déterminant et déterminé]</font></center>|<font size=4><i>« &#73;&#108;&#115; &#115;&#111;&#110;&#116; &#99;&#104;&#101;&#122; &#117;&#110; &#97;&#109;&#105; &#102;&#114;&#97;&#110;&#231;&#97;&#105;&#115; (&#108;&#105;&#116;&#116;. &#100;&#97;&#110;&#115; &#108;&#97; &#109;&#97;&#105;&#115;&#111;&#110; &#100;'&#117;&#110; &#97;&#109;&#105; &#102;&#114;&#97;&#110;&#231;&#97;&#105;&#115;). »</i></font>		<center>的|de</center>	5f02f0889301fd7be1ac972c11bf3e7d.m4a	|<font size=9>&#20182;&#20204;&#22312;&#19968;&#20010;&#27861;&#22269;&#26379;&#21451;<color yellow>&#30340;</color>&#23478;&#37324;。</font>	e70ac0dec2366dc70408ec74e2da43ba.m4a	1		的	<font size=12>的</font> (de)|Mots associés :|它们的 [tāmende] leur (possesseur…|他们的 [tāmende] leur (possesseur…|它的　 [tāde] son…|她们的 [tāmende] leur (possesseur…|我们的 [wǒmende] notre, nos|我的　 [wǒde] mon, mes|你们的 [nǐmende] votre…|你的　 [nǐde] ton, tes|他的　 [tāde] son…|她的　 [tāde] son…
空|kōng|0	<center>vide</center>		<center>空|kōng</center>	279566c402e5d1f4b39d3e975771e7c9.m4a			0		空	<font size=12>空</font> (kōng)|Mots associés :|有空 [yǒukòng] avoir du temps li…|天空 [tiānkōng] le ciel
精彩|jīngcǎi|0	<center>génial (livre, film, spectacle, etc.)</center>		<center>精彩|jīngcǎi</center>	2a818e8bba0935b7b6eea45a69505271.m4a			0		精彩	<font size=12>精彩</font> (jīngcǎi)||
糟糕|zāogāo|0	<center>zut! (litt. gâteau pourri)</center>		<center>糟糕|zāogāo</center>	bf3e0b929c8a2ac4dd46ba667372352b.m4a			0		糟糕	<font size=12>糟糕</font> (zāogāo)||
老师|lǎoshī|0	<center><font size=5>professeur</font></center>|<font size=4><i>« &#86;&#111;&#117;&#115; &#234;&#116;&#101;&#115; &#109;&#101;&#115; &#112;&#114;&#111;&#102;&#101;&#115;&#115;&#101;&#117;&#114;&#115; &#100;’&#97;&#108;&#108;&#101;&#109;&#97;&#110;&#100;. »</i></font>		<center>老师|lǎoshī</center>	0acecf54065233a26fadb60cee3113f6.m4a	|<font size=9>&#20320;&#20204;&#26159;&#25105;&#30340;&#24503;&#25991;<color yellow>&#32769;&#24072;</color>。</font>	56d6a8a2ab494c65a70329c875a719b7.m4a	1		老师	<font size=12>老师</font> (lǎoshī)||
